Befragtennummer;Erhebungsmonat;Erhebungswoche;Bundesland;Erhebungsgebiet;Einwohner;Polit_interesse
300884;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300885;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300886;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
300887;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;Sehr stark
300888;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300889;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300890;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
300891;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
300892;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
300893;Juli;30. Woche, Juli 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300894;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300895;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
300896;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
300897;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
300898;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
300899;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300900;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
300901;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300902;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
300903;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;KA;etwas
300904;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
300905;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
300906;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
300907;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300908;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300909;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
300910;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
300911;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300912;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300913;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
300914;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
300915;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
300916;Juli;30. Woche, Juli 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
300917;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300918;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;gar nicht
300919;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
300920;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;kaum
300921;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;KA;etwas
300922;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;gar nicht
300923;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
300924;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
300925;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300926;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
300927;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
300928;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300929;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;gar nicht
300930;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
300931;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300932;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;Sehr stark
300933;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
300934;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
300935;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
300936;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
300937;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
300938;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
300939;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
300940;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
300941;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
300942;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
300943;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
300944;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
300945;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;kaum
300946;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
300947;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300948;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300949;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
300950;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
300951;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300952;Juli;30. Woche, Juli 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
300953;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
300954;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
300955;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
300956;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
300957;Juli;30. Woche, Juli 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
300958;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
300959;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
300960;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
300961;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300962;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
300963;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300964;Juli;30. Woche, Juli 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
300965;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300966;Juli;30. Woche, Juli 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
300967;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300968;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300969;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
300970;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;etwas
300971;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
300972;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
300973;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300974;Juli;30. Woche, Juli 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
300975;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
300976;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300977;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
300978;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
300979;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300980;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300981;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
300982;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
300983;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
300984;Juli;30. Woche, Juli 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
300985;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300986;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
300987;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;etwas
300988;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
300989;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
300990;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
300991;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
300992;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
300993;Juli;30. Woche, Juli 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300994;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
300995;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
300996;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
300997;Juli;30. Woche, Juli 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
300998;Juli;30. Woche, Juli 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
300999;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
301000;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
301001;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
301002;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301003;Juli;30. Woche, Juli 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
301004;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
301005;Juli;30. Woche, Juli 2021;Hamburg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
301006;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
301007;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
301008;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
301009;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
301010;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
301011;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
301012;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
301013;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
301014;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
301015;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
301016;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
301017;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
301018;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;Sehr stark
301019;Juli;30. Woche, Juli 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
301020;Juli;30. Woche, Juli 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
301021;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
301022;Juli;30. Woche, Juli 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;stark
301023;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
301024;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;kaum
301025;Juli;30. Woche, Juli 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
301026;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;KA;gar nicht
301027;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;etwas
301028;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;KA;etwas
301029;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;etwas
301030;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;KA;kaum
301031;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
301032;Juli;30. Woche, Juli 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
301033;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;Sehr stark
301034;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
301035;Juli;30. Woche, Juli 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
301036;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
301037;Juli;30. Woche, Juli 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
301038;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
301039;Juli;30. Woche, Juli 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
301040;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
301041;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
301042;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
301043;Juli;30. Woche, Juli 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;KA;stark
301044;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301045;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
301046;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
301047;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;kaum
301048;Juli;30. Woche, Juli 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
301049;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
301050;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
301051;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
301052;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
301053;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301054;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
301055;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
301056;Juli;30. Woche, Juli 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
301057;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
301058;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
301059;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
301060;Juli;30. Woche, Juli 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301061;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
301062;Juli;30. Woche, Juli 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
301063;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
301064;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
301065;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301066;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
301067;Juli;30. Woche, Juli 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
301068;Juli;30. Woche, Juli 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;gar nicht
301069;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
301070;Juli;30. Woche, Juli 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
301071;Juli;30. Woche, Juli 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
301072;Juli;30. Woche, Juli 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
